age,sleep_duration,heart_rate,work_hours,screen_time,physical_activity,stress_level
28,5.0,76.0,8.3,2.3,4.0,2
33,6.7,91.0,9.8,4.9,51.0,0
35,6.0,86.0,8.3,6.5,13.0,2
47,6.8,90.0,10.3,6.4,7.0,2
27,6.5,68.0,12.7,8.6,0.0,2
35,5.0,99.0,8.9,4.8,25.0,2
55,7.4,77.0,10.8,1.8,42.0,1
36,6.4,69.0,12.9,7.9,44.0,1
53,5.0,77.0,12.6,5.9,52.0,0
30,9.9,112.0,7.3,6.1,27.0,2
20,7.2,77.0,11.6,7.0,37.0,1
27,6.3,78.0,9.2,8.0,52.0,0
55,8.6,80.0,11.9,5.5,44.0,1
18,9.3,80.0,10.2,7.9,23.0,1
44,6.3,73.0,9.3,6.6,41.0,0
25,7.0,84.0,9.8,4.2,0.0,2
59,5.0,95.0,9.3,5.0,35.0,2
34,6.3,86.0,9.4,6.7,23.0,2
26,6.2,69.0,8.0,4.1,65.0,0
23,6.8,78.0,7.7,7.3,15.0,2
42,7.0,75.0,13.8,5.8,37.0,1
56,7.3,83.0,9.9,6.3,26.0,2
45,6.9,98.0,6.8,8.4,24.0,2
50,4.7,80.0,7.7,6.2,43.0,1
54,5.1,81.0,11.7,5.6,27.0,1
26,5.7,103.0,6.3,5.3,72.0,0
35,6.1,93.0,4.1,5.2,0.0,2
38,8.1,89.0,4.3,6.1,48.0,0
19,4.8,105.0,3.3,8.2,33.0,2
55,6.0,88.0,4.6,4.3,34.0,1
57,7.9,58.0,5.0,4.1,41.0,0
53,6.1,92.0,12.7,8.1,55.0,0
54,7.2,63.0,8.4,4.4,40.0,0
32,6.3,87.0,7.4,5.9,55.0,0
45,6.9,61.0,4.2,4.3,36.0,0
35,6.2,76.0,8.1,2.1,14.0,2
51,7.5,78.0,3.3,5.9,33.0,1
39,4.2,73.0,7.4,7.7,58.0,0
28,6.0,78.0,14.7,5.4,27.0,2
30,6.9,94.0,10.5,2.5,13.0,2
21,7.3,73.0,7.9,5.7,47.0,0
39,8.7,89.0,10.6,4.0,42.0,1
24,5.9,70.0,6.9,0.3,20.0,1
41,8.7,80.0,6.1,5.3,30.0,1
21,5.5,86.0,13.6,6.5,31.0,2
45,8.5,70.0,5.1,7.9,35.0,1
32,7.7,66.0,7.4,9.0,48.0,0
18,5.1,88.0,9.4,6.8,27.0,2
20,7.0,95.0,5.7,7.4,49.0,1
31,6.4,81.0,10.5,2.9,24.0,2
55,7.4,77.0,7.6,8.7,68.0,0
18,6.2,84.0,10.5,8.0,69.0,0
55,6.0,83.0,10.3,4.8,18.0,2
55,8.6,85.0,7.8,6.9,10.0,2
38,6.4,52.0,13.6,6.7,55.0,0
46,7.7,69.0,6.5,8.4,40.0,0
22,6.2,72.0,12.5,5.2,46.0,0
27,9.0,84.0,12.0,4.0,22.0,2
45,5.5,84.0,13.8,4.5,32.0,1
38,5.6,90.0,9.0,7.3,28.0,2
24,8.8,85.0,6.1,1.7,41.0,0
20,5.8,66.0,14.7,0.0,10.0,2
37,8.9,99.0,7.5,7.3,33.0,2
36,7.8,97.0,6.1,6.0,10.0,2
52,6.3,67.0,7.9,5.5,25.0,1
21,3.8,86.0,5.6,2.9,33.0,2
22,6.5,75.0,10.1,2.1,45.0,0
18,6.7,84.0,6.7,4.2,47.0,1
21,8.3,95.0,7.6,6.2,50.0,0
29,8.9,108.0,11.4,4.3,5.0,2
44,5.5,91.0,10.4,7.3,60.0,1
59,7.7,86.0,8.5,3.6,22.0,1
40,7.6,78.0,9.0,4.5,24.0,2
42,8.1,84.0,8.5,6.9,40.0,1
38,7.2,98.0,7.2,4.7,28.0,2
41,3.6,81.0,8.5,4.8,42.0,1
42,6.3,71.0,10.0,4.2,46.0,0
49,4.8,63.0,8.1,3.8,20.0,1
49,6.2,88.0,9.8,6.2,31.0,2
22,8.0,85.0,6.0,6.5,32.0,1
53,7.0,74.0,6.7,6.0,54.0,0
59,8.2,94.0,6.3,4.3,26.0,2
59,7.0,77.0,6.8,5.1,25.0,1
56,4.6,80.0,12.4,8.7,15.0,2
33,3.0,82.0,10.7,2.7,17.0,2
50,6.7,78.0,5.3,9.3,8.0,2
38,6.2,85.0,9.8,5.7,21.0,2
26,5.0,96.0,7.3,5.1,67.0,0
23,3.9,68.0,6.5,7.4,49.0,0
52,5.4,88.0,4.0,1.4,61.0,0
56,6.2,84.0,11.4,8.3,16.0,2
39,7.5,84.0,4.4,9.2,0.0,2
58,6.8,92.0,8.3,7.7,41.0,1
22,8.9,83.0,5.7,1.3,72.0,0
59,4.9,88.0,10.8,7.0,25.0,2
40,7.8,91.0,7.5,8.8,37.0,1
34,6.6,76.0,8.1,8.6,4.0,2
29,7.5,86.0,8.2,2.7,36.0,1
40,5.8,79.0,9.4,7.5,33.0,1
33,8.1,80.0,8.5,9.1,0.0,2
20,6.9,78.0,8.4,5.6,14.0,2
47,5.5,88.0,6.9,2.6,13.0,2
39,6.5,83.0,3.8,7.2,3.0,2
26,6.1,87.0,5.1,7.6,21.0,2
46,7.2,82.0,10.7,5.2,45.0,1
54,4.7,63.0,7.6,3.1,22.0,1
40,6.5,82.0,6.5,7.5,58.0,0
30,7.1,83.0,4.3,4.0,28.0,1
49,6.5,85.0,3.3,6.3,42.0,0
40,8.5,75.0,6.4,8.6,45.0,0
34,7.7,68.0,11.2,2.2,66.0,0
57,6.5,89.0,6.8,7.3,21.0,2
38,6.8,79.0,9.7,5.1,44.0,1
19,6.9,84.0,6.7,5.1,16.0,2
54,7.1,79.0,10.4,6.5,69.0,0
23,3.8,82.0,7.4,4.0,14.0,2
35,6.0,77.0,4.8,3.1,43.0,1
47,4.3,70.0,7.7,1.9,66.0,0
39,8.4,88.0,14.0,8.0,11.0,2
50,6.4,75.0,13.9,4.8,47.0,0
47,6.2,84.0,10.0,6.6,15.0,2
34,7.8,87.0,8.1,4.5,82.0,0
49,7.1,75.0,9.4,3.2,0.0,2
59,4.8,68.0,9.5,6.8,5.0,2
31,6.4,111.0,8.4,6.2,13.0,2
27,6.0,76.0,9.8,5.0,13.0,2
53,3.9,89.0,9.1,6.1,45.0,1
51,5.5,105.0,7.6,3.6,71.0,0
26,6.2,91.0,4.9,7.6,58.0,0
59,6.3,78.0,7.1,8.1,40.0,1
45,4.3,81.0,10.9,7.0,35.0,1
28,8.2,72.0,8.4,4.8,23.0,1
31,6.3,93.0,9.4,5.6,43.0,1
56,6.6,89.0,7.7,8.6,31.0,2
36,7.1,76.0,5.3,8.1,39.0,1
32,5.3,69.0,7.8,9.5,20.0,2
45,7.2,66.0,5.4,3.9,11.0,2
41,5.9,94.0,5.2,3.8,36.0,1
25,5.2,83.0,12.1,5.8,35.0,1
26,7.4,85.0,7.2,6.3,23.0,1
50,8.7,72.0,6.3,5.2,20.0,1
50,7.6,64.0,13.4,4.7,46.0,0
36,7.9,94.0,10.9,8.0,44.0,1
20,5.7,83.0,7.4,5.3,73.0,0
27,4.1,93.0,9.8,3.1,63.0,0
57,8.7,77.0,7.8,3.3,11.0,2
59,9.6,79.0,6.4,6.0,31.0,0
18,8.8,91.0,9.9,11.5,8.0,2
46,6.0,91.0,7.5,3.5,0.0,2
51,4.8,92.0,8.7,4.9,79.0,0
30,4.9,78.0,11.6,10.3,65.0,0
18,4.0,89.0,11.2,4.5,22.0,2
51,6.3,95.0,6.8,6.4,60.0,0
46,8.9,81.0,10.0,9.3,63.0,0
30,6.3,76.0,5.1,3.6,0.0,2
46,7.0,98.0,9.9,4.9,52.0,1
56,8.6,74.0,8.9,4.5,25.0,1
41,5.9,90.0,9.6,2.5,43.0,1
43,9.6,81.0,7.6,8.6,95.0,0
34,9.5,60.0,14.8,4.3,67.0,0
24,6.3,96.0,5.8,3.7,32.0,2
30,5.6,50.0,11.4,4.6,63.0,0
22,7.5,58.0,5.4,7.4,0.0,1
43,6.0,88.0,10.0,5.7,45.0,1
20,4.8,88.0,10.2,3.9,46.0,1
24,8.4,74.0,8.7,6.3,49.0,0
56,8.3,84.0,7.0,7.1,25.0,1
18,6.7,52.0,8.9,5.5,43.0,0
34,4.6,90.0,9.3,5.0,52.0,1
42,4.7,85.0,13.9,7.5,0.0,2
20,6.7,81.0,5.9,5.1,29.0,1
32,5.8,82.0,6.8,8.7,17.0,2
46,6.0,88.0,9.4,4.0,48.0,1
49,8.0,82.0,7.7,3.9,63.0,0
43,7.6,60.0,8.2,3.7,23.0,0
33,8.6,108.0,11.7,5.0,13.0,2
42,5.0,96.0,1.0,5.5,37.0,1
45,6.0,67.0,6.7,2.8,12.0,1
26,7.6,78.0,3.3,5.7,30.0,0
18,7.2,79.0,4.9,6.6,28.0,1
46,8.8,95.0,15.7,2.6,47.0,1
39,7.1,56.0,10.3,4.5,41.0,0
33,9.3,76.0,11.4,6.6,38.0,1
58,7.3,61.0,8.3,3.3,68.0,0
58,8.1,79.0,10.8,4.9,40.0,1
24,6.0,76.0,3.2,7.7,27.0,1
31,6.5,83.0,11.6,9.1,29.0,2
46,7.9,75.0,6.0,6.4,20.0,1
36,8.9,73.0,6.9,5.2,15.0,1
36,7.6,89.0,10.0,4.5,7.0,2
19,6.4,87.0,9.4,7.3,58.0,0
58,8.6,89.0,8.8,7.8,21.0,1
32,3.2,80.0,4.4,3.2,41.0,1
20,4.4,75.0,8.8,7.3,29.0,1
28,7.5,81.0,11.4,4.3,34.0,1
47,6.5,88.0,6.9,3.8,58.0,0
57,7.4,56.0,12.4,5.2,39.0,0
35,6.6,87.0,5.9,7.5,17.0,2
19,7.4,86.0,8.5,6.1,24.0,2
49,5.3,83.0,13.1,6.1,52.0,1
25,7.4,80.0,6.5,6.2,45.0,0
39,8.0,51.0,11.7,6.4,53.0,0
23,8.3,77.0,14.4,5.3,30.0,1
29,9.5,103.0,9.0,6.8,7.0,2
57,6.9,82.0,6.9,4.2,45.0,0
53,6.9,78.0,6.2,6.8,40.0,0
32,4.2,82.0,12.4,7.2,41.0,1
45,5.7,86.0,12.3,6.9,7.0,2
35,6.2,90.0,12.8,7.0,22.0,2
19,8.1,79.0,8.4,6.4,16.0,2
30,5.6,87.0,11.6,7.8,43.0,1
32,7.7,102.0,8.4,1.0,44.0,2
37,6.5,94.0,5.9,7.2,34.0,1
46,6.2,110.0,11.9,9.5,54.0,2
59,6.9,74.0,13.4,4.3,65.0,0
46,5.9,102.0,5.4,4.0,42.0,1
20,5.9,73.0,5.4,8.1,48.0,0
36,3.9,86.0,8.6,3.6,24.0,2
20,6.1,91.0,11.4,4.2,20.0,2
31,5.8,76.0,5.1,5.8,55.0,0
57,5.7,83.0,9.2,3.9,18.0,2
21,7.1,93.0,6.7,7.3,49.0,1
28,7.5,73.0,10.6,3.9,69.0,0
48,6.8,102.0,6.1,6.2,48.0,1
49,8.0,65.0,10.8,6.1,33.0,0
44,7.4,105.0,8.0,8.8,8.0,2
47,6.1,94.0,5.7,7.8,38.0,2
19,5.8,81.0,8.7,4.4,55.0,0
26,7.0,77.0,2.7,3.0,31.0,1
45,7.4,76.0,6.8,7.2,55.0,0
48,8.6,80.0,9.5,4.2,42.0,1
51,8.3,81.0,3.2,4.8,41.0,0
32,5.7,97.0,1.0,3.4,29.0,2
42,6.3,106.0,1.5,6.9,6.0,2
53,7.5,84.0,12.5,4.2,26.0,1
25,8.1,72.0,8.3,5.4,26.0,2
26,7.9,75.0,6.9,5.5,47.0,0
54,6.4,80.0,11.3,5.9,35.0,1
56,4.6,70.0,7.3,6.8,57.0,0
49,5.0,68.0,9.3,5.0,41.0,0
34,6.9,107.0,8.6,4.0,25.0,2
52,7.0,86.0,7.1,1.8,19.0,2
54,4.9,72.0,9.4,5.7,23.0,2
36,6.6,92.0,10.8,5.2,38.0,1
46,7.4,68.0,7.9,4.1,28.0,0
24,4.8,69.0,7.1,5.6,13.0,1
45,8.2,72.0,7.5,7.2,55.0,0
26,5.9,102.0,1.6,7.7,38.0,1
45,8.4,79.0,9.3,2.4,40.0,0
23,5.7,53.0,4.9,4.8,19.0,0
46,5.0,97.0,10.4,7.4,14.0,2
34,5.8,78.0,8.2,8.7,32.0,1
33,6.4,60.0,8.8,3.9,0.0,2
40,5.9,78.0,10.6,8.3,51.0,0
48,6.2,88.0,5.7,2.8,21.0,1
20,7.0,87.0,9.6,7.8,30.0,2
38,6.2,104.0,9.3,4.9,44.0,1
43,6.4,72.0,7.9,8.6,31.0,1
53,3.9,83.0,5.7,4.6,12.0,2
59,7.1,74.0,10.3,4.9,65.0,0
54,6.4,63.0,10.6,5.2,4.0,2
39,8.9,93.0,8.8,2.4,0.0,2
59,5.1,88.0,5.3,2.0,52.0,0
29,3.8,85.0,6.9,6.5,6.0,2
59,7.4,87.0,8.3,7.5,60.0,0
30,7.0,74.0,10.6,6.7,43.0,1
28,5.0,70.0,3.7,3.0,41.0,0
33,4.2,82.0,6.8,6.5,24.0,2
25,8.8,96.0,7.3,3.5,18.0,2
57,8.6,101.0,8.3,6.3,27.0,2
57,3.0,92.0,4.6,7.8,17.0,2
19,5.8,82.0,7.8,6.2,59.0,0
47,9.0,85.0,7.6,8.4,20.0,2
47,5.8,82.0,5.4,5.2,45.0,1
29,5.8,70.0,8.1,5.1,55.0,0
27,6.1,82.0,6.9,5.6,17.0,2
28,4.8,66.0,10.0,2.8,43.0,0
32,3.9,81.0,5.8,4.7,17.0,2
33,8.1,102.0,8.8,4.9,32.0,2
34,3.7,92.0,6.1,4.9,26.0,2
43,6.9,71.0,6.7,6.0,21.0,1
19,7.8,81.0,9.4,2.5,38.0,1
29,4.3,72.0,9.2,3.2,11.0,2
43,5.1,81.0,7.2,7.8,54.0,0
40,8.3,94.0,7.7,1.5,13.0,2
35,7.3,90.0,4.1,6.7,10.0,2
49,5.6,112.0,12.7,4.8,30.0,2
55,8.3,96.0,10.6,5.8,28.0,2
20,8.3,84.0,10.5,8.6,42.0,1
55,6.9,90.0,3.7,5.2,37.0,1
20,5.1,80.0,6.7,6.8,2.0,2
47,5.9,68.0,7.5,5.6,55.0,0
18,6.9,98.0,2.7,5.3,29.0,2
47,6.2,94.0,11.2,5.0,40.0,1
49,7.9,79.0,12.9,6.9,79.0,0
45,4.2,85.0,14.7,4.0,61.0,1
38,4.3,97.0,5.4,3.2,39.0,1
30,6.8,92.0,8.9,5.6,8.0,2
44,5.8,64.0,12.5,5.9,8.0,2
53,5.6,85.0,7.7,1.9,58.0,0
24,3.8,80.0,6.8,5.5,27.0,1
39,6.5,95.0,2.9,3.0,32.0,1
27,6.4,94.0,11.9,6.8,12.0,2
56,7.5,98.0,8.4,1.9,44.0,1
32,6.6,69.0,6.3,9.4,58.0,0
32,6.3,73.0,9.4,4.8,65.0,0
21,8.3,95.0,9.0,3.8,26.0,2
49,4.5,75.0,9.0,4.9,48.0,0
40,7.3,64.0,7.8,6.6,33.0,0
23,4.0,88.0,13.4,7.3,53.0,1
41,5.2,75.0,8.1,5.0,35.0,1
37,4.7,103.0,13.4,2.6,19.0,2
54,7.7,86.0,10.2,3.1,61.0,0
37,6.4,84.0,9.6,6.1,37.0,1
29,6.5,78.0,8.2,7.5,28.0,1
50,4.8,101.0,11.4,7.7,39.0,2
45,6.1,86.0,8.8,5.8,20.0,2
25,5.4,77.0,5.7,7.4,43.0,0
18,7.1,72.0,5.6,9.3,31.0,1
54,5.0,81.0,9.8,7.9,19.0,2
39,8.5,70.0,5.8,7.3,83.0,0
23,4.0,94.0,8.3,3.9,15.0,2
38,5.3,60.0,11.7,7.4,42.0,0
49,9.0,80.0,9.4,6.4,36.0,1
52,5.8,89.0,6.3,6.8,14.0,2
32,4.5,86.0,12.7,8.0,28.0,2
22,6.8,73.0,10.1,6.2,8.0,2
23,5.8,90.0,11.6,5.3,76.0,0
42,5.2,71.0,1.7,3.4,30.0,0
57,4.9,82.0,9.5,4.9,31.0,1
46,10.7,90.0,11.0,5.9,74.0,0
24,6.1,88.0,13.6,6.1,19.0,2
57,3.6,74.0,4.1,6.0,61.0,0
30,8.7,96.0,12.1,7.4,47.0,1
55,7.4,83.0,13.4,7.2,0.0,2
35,5.4,91.0,2.4,5.4,28.0,2
19,5.1,100.0,9.9,3.8,44.0,1
25,7.5,95.0,10.4,6.3,36.0,1
28,6.1,95.0,7.5,10.0,36.0,2
50,3.6,84.0,7.0,6.1,23.0,2
55,9.2,92.0,10.5,4.9,21.0,2
44,5.8,85.0,6.7,6.6,29.0,1
37,8.7,67.0,7.8,6.7,74.0,0
29,8.4,86.0,10.9,6.7,17.0,2
48,5.0,85.0,13.8,8.2,25.0,2
44,8.0,89.0,10.1,6.3,36.0,1
49,5.5,80.0,8.9,8.2,6.0,2
27,3.7,73.0,7.0,6.0,44.0,0
20,5.9,90.0,5.5,8.5,9.0,2
44,7.1,66.0,11.8,7.9,13.0,2
52,5.8,100.0,8.0,7.3,12.0,2
48,6.0,79.0,12.0,7.1,2.0,2
32,8.2,85.0,7.5,10.1,60.0,0
33,6.7,89.0,6.6,7.7,45.0,1
30,5.2,89.0,9.8,3.8,53.0,1
52,7.6,65.0,8.3,6.0,52.0,0
28,6.8,92.0,4.9,5.0,32.0,2
38,3.0,86.0,14.0,9.6,34.0,2
28,7.1,74.0,6.6,8.0,55.0,0
47,7.1,73.0,11.3,9.6,68.0,0
52,6.5,78.0,11.0,4.0,10.0,2
39,7.8,66.0,4.7,7.7,85.0,0
55,5.5,103.0,5.5,2.8,9.0,2
48,7.0,100.0,7.6,2.3,26.0,2
31,4.1,87.0,5.9,4.7,36.0,2
41,7.1,79.0,13.7,8.5,38.0,1
49,9.4,80.0,7.9,3.5,74.0,0
53,5.0,91.0,11.2,5.5,55.0,1
49,5.4,103.0,10.0,7.9,43.0,1
32,5.4,75.0,9.3,7.2,56.0,0
52,6.7,69.0,8.6,9.9,42.0,1
20,4.9,101.0,12.2,5.5,21.0,2
33,7.1,61.0,6.0,4.6,45.0,0
22,7.8,70.0,13.7,3.3,36.0,0
38,7.3,79.0,4.6,4.8,18.0,1
27,3.8,63.0,10.8,3.3,60.0,0
36,8.0,95.0,4.3,1.9,34.0,1
42,7.9,92.0,7.6,9.4,13.0,2
21,7.7,75.0,8.8,5.6,16.0,1
46,7.1,97.0,7.0,10.7,46.0,1
36,6.8,99.0,8.0,3.8,56.0,0
19,8.0,81.0,4.3,4.6,45.0,0
27,9.4,77.0,5.5,3.9,45.0,0
42,5.1,109.0,10.0,4.2,19.0,2
37,8.1,91.0,8.6,7.2,37.0,1
36,6.4,85.0,6.4,6.6,28.0,2
40,6.3,98.0,12.5,7.3,31.0,2
41,4.2,86.0,4.8,8.2,33.0,2
28,6.1,76.0,7.4,7.7,22.0,1
51,5.0,83.0,7.0,3.5,50.0,0
45,5.8,94.0,10.3,4.5,15.0,2
22,4.9,58.0,8.6,5.7,9.0,1
22,5.8,79.0,8.2,13.0,19.0,2
38,5.9,99.0,3.0,7.0,53.0,1
29,6.6,76.0,11.1,5.7,42.0,1
21,4.1,101.0,7.8,6.8,0.0,2
59,4.3,99.0,8.8,4.3,47.0,2
37,7.0,81.0,6.3,6.0,34.0,1
55,5.3,75.0,5.8,7.4,27.0,1
42,8.1,79.0,13.0,5.4,30.0,1
31,6.8,114.0,3.2,4.0,8.0,2
28,7.4,104.0,5.3,5.3,38.0,1
49,8.6,84.0,12.9,4.9,10.0,2
28,6.0,75.0,10.4,2.8,28.0,1
35,5.6,83.0,7.5,4.4,28.0,1
44,7.8,85.0,12.2,2.7,50.0,0
35,7.3,67.0,9.8,3.0,36.0,0
40,6.2,83.0,9.2,3.2,49.0,1
28,8.6,98.0,9.2,7.4,11.0,2
38,6.2,60.0,9.9,8.5,33.0,1
22,6.5,92.0,10.0,2.4,46.0,1
40,6.5,98.0,15.1,8.7,60.0,1
58,5.1,75.0,7.9,3.2,12.0,2
42,6.6,102.0,8.0,7.0,18.0,2
58,8.6,74.0,4.8,6.0,45.0,0
27,7.2,87.0,8.3,6.8,67.0,0
39,6.5,78.0,14.1,3.2,41.0,1
36,6.3,78.0,11.5,1.9,13.0,2
18,7.0,75.0,6.9,3.9,13.0,1
24,7.6,90.0,8.6,6.4,38.0,1
21,7.4,92.0,4.6,9.4,42.0,1
18,6.0,81.0,5.6,3.4,31.0,1
32,7.0,66.0,8.9,5.3,13.0,1
57,7.2,87.0,7.0,4.0,57.0,0
29,5.0,87.0,5.4,5.5,28.0,1
39,6.8,79.0,10.0,1.6,46.0,0
39,3.3,104.0,8.3,8.5,-0.0,2
34,7.2,63.0,3.8,5.5,59.0,0
46,7.5,55.0,2.3,7.3,21.0,0
31,7.6,73.0,6.8,5.0,62.0,0
37,5.9,91.0,3.7,5.9,47.0,1
50,7.0,69.0,2.9,7.8,6.0,2
32,8.6,70.0,11.9,5.8,40.0,0
29,8.6,93.0,8.2,5.8,68.0,0
57,6.5,88.0,7.7,3.9,23.0,2
37,6.7,87.0,7.9,4.4,68.0,0
47,8.2,91.0,5.1,3.5,43.0,1
55,4.2,77.0,9.7,4.0,62.0,0
20,6.0,77.0,8.1,8.0,38.0,1
45,8.5,92.0,6.2,9.1,33.0,2
43,8.0,66.0,6.7,3.0,72.0,0
47,7.1,56.0,4.8,6.3,49.0,0
30,4.2,77.0,7.3,4.9,30.0,1
30,6.4,93.0,7.8,8.3,43.0,1
19,5.6,85.0,7.2,5.8,24.0,2
54,7.0,92.0,8.7,5.5,37.0,1
55,5.3,58.0,8.3,4.0,59.0,0
19,5.0,86.0,9.2,2.4,32.0,1
53,3.4,90.0,11.3,7.0,18.0,2
43,8.3,66.0,10.3,6.2,16.0,1
28,5.9,92.0,11.4,6.3,36.0,1
25,6.7,81.0,6.0,4.3,19.0,1
57,6.5,119.0,7.0,5.2,6.0,2
39,4.9,56.0,10.5,7.1,11.0,2
37,4.6,98.0,10.5,7.5,59.0,1
25,5.0,77.0,6.5,3.1,32.0,1
46,5.4,63.0,10.3,4.2,36.0,0
57,7.0,76.0,5.7,2.7,16.0,2
43,5.3,85.0,9.9,5.9,23.0,2
47,9.1,94.0,8.4,7.3,23.0,2
34,8.0,103.0,4.3,4.9,29.0,2
37,7.7,99.0,7.2,4.2,2.0,2
33,6.3,70.0,15.0,4.8,57.0,0
24,8.8,96.0,9.1,10.1,35.0,2
33,6.2,87.0,15.4,7.9,39.0,2
44,6.5,74.0,4.2,7.0,53.0,0
40,6.8,79.0,10.8,6.1,52.0,0
41,7.6,73.0,1.0,5.5,23.0,0
26,7.5,82.0,8.5,3.7,47.0,0
52,5.8,73.0,10.4,3.4,47.0,1
37,5.7,70.0,11.0,4.4,41.0,1
54,7.5,88.0,6.1,3.6,56.0,0
59,7.6,90.0,11.6,4.3,51.0,0
34,5.9,80.0,6.9,5.3,50.0,0
48,4.1,98.0,8.0,5.4,62.0,1
25,6.2,79.0,7.2,4.3,36.0,1
32,7.4,78.0,5.1,6.5,36.0,1
48,9.2,90.0,13.2,5.1,51.0,1
47,4.7,80.0,8.6,5.9,31.0,1
37,5.9,83.0,11.8,4.0,45.0,1
56,5.9,52.0,11.6,6.9,24.0,1
29,8.5,82.0,5.6,4.4,0.0,2
34,6.4,60.0,12.1,8.7,47.0,0
59,5.1,67.0,10.0,5.1,4.0,2
47,7.3,66.0,5.4,5.3,21.0,1
46,5.9,69.0,9.8,6.7,51.0,0
36,4.7,75.0,5.4,7.1,52.0,0
28,5.2,76.0,13.3,7.3,59.0,0
51,9.1,90.0,10.9,9.1,0.0,2
24,7.1,85.0,8.3,6.8,41.0,1
51,6.7,59.0,12.3,5.4,30.0,1
37,6.1,83.0,3.8,4.4,55.0,0
55,6.9,86.0,6.3,5.2,65.0,0
41,6.9,78.0,7.7,8.5,9.0,2
27,6.9,81.0,15.2,2.7,35.0,1
49,6.7,84.0,5.3,3.9,52.0,0
32,7.8,91.0,3.4,5.1,28.0,1
54,6.5,63.0,4.2,3.8,70.0,0
37,5.0,79.0,11.2,4.7,27.0,2
20,5.6,100.0,6.7,9.1,29.0,2
54,3.5,99.0,8.0,4.9,14.0,2
57,9.5,92.0,10.8,6.3,38.0,1
25,7.8,88.0,8.0,2.2,0.0,2
57,5.3,102.0,9.1,3.3,30.0,2
40,6.1,105.0,10.1,7.4,60.0,1
57,5.5,80.0,7.2,8.8,7.0,2
28,8.8,70.0,8.0,5.9,3.0,2
25,4.4,79.0,9.2,4.9,57.0,0
46,6.7,119.0,11.1,6.5,60.0,2
47,6.3,63.0,6.1,0.3,8.0,1
27,7.7,76.0,1.0,6.0,70.0,0
56,6.3,65.0,10.5,3.4,44.0,0
45,3.9,83.0,11.3,7.1,56.0,1
53,6.1,68.0,9.1,1.1,19.0,1
30,5.0,81.0,9.3,4.2,65.0,0
49,6.6,59.0,6.8,5.4,30.0,0
53,8.7,89.0,10.0,4.0,29.0,2
54,3.9,97.0,11.1,4.7,45.0,1
43,5.3,77.0,8.7,7.3,27.0,1
39,5.7,80.0,16.0,5.5,5.0,2
21,5.9,80.0,3.8,3.6,38.0,1
48,7.6,84.0,9.0,7.4,29.0,1
35,6.2,82.0,5.0,6.0,20.0,1
55,7.1,91.0,11.1,6.1,60.0,1
41,5.6,97.0,3.8,3.7,83.0,0
40,6.8,72.0,4.5,0.4,17.0,2
39,7.7,78.0,6.6,3.7,39.0,0
19,5.4,93.0,9.3,3.5,27.0,2
48,7.7,65.0,6.7,4.3,81.0,0
28,6.6,58.0,6.7,3.8,45.0,0
45,8.1,85.0,8.0,5.7,54.0,1
49,6.2,88.0,7.8,7.3,59.0,0
22,7.1,73.0,13.0,7.7,38.0,1
55,6.4,75.0,10.6,7.2,31.0,1
27,6.4,73.0,7.5,3.7,65.0,0
57,6.9,72.0,14.8,5.6,51.0,0
41,7.3,90.0,10.0,8.6,18.0,2
52,4.6,68.0,5.6,2.3,21.0,1
40,8.7,79.0,9.3,8.2,27.0,2
34,3.7,71.0,10.1,3.5,58.0,0
18,5.5,65.0,6.4,6.1,64.0,0
48,6.4,92.0,5.3,6.3,78.0,0
48,7.1,76.0,8.8,5.9,21.0,1
59,8.9,84.0,7.4,10.0,38.0,1
59,3.7,64.0,12.9,4.9,27.0,1
51,5.7,73.0,10.7,2.2,31.0,1
26,3.3,91.0,6.6,6.2,54.0,1
39,6.5,113.0,9.8,5.2,34.0,2
30,6.9,58.0,12.3,6.6,61.0,0
42,8.9,80.0,4.3,7.3,25.0,1
35,6.7,87.0,5.4,5.4,50.0,0
29,8.1,75.0,8.5,6.4,26.0,1
57,7.4,92.0,8.6,5.8,0.0,2
34,5.8,72.0,8.3,9.1,15.0,2
32,4.4,84.0,7.6,4.8,37.0,1
59,6.9,76.0,7.5,4.1,73.0,0
32,4.3,97.0,9.7,7.3,26.0,2
32,8.4,74.0,11.9,3.6,32.0,1
56,6.3,78.0,7.1,6.3,45.0,1
30,8.3,93.0,15.8,5.2,23.0,2
34,5.8,70.0,14.4,5.3,25.0,1
49,6.9,83.0,12.5,10.4,36.0,1
26,6.8,60.0,10.4,8.0,26.0,1
57,6.4,69.0,14.5,7.5,0.0,2
37,5.9,87.0,7.6,6.6,22.0,2
43,7.1,70.0,6.0,4.1,47.0,0
44,5.1,75.0,6.9,6.0,48.0,0
38,4.7,88.0,5.5,6.7,62.0,0
35,8.4,75.0,8.9,5.9,60.0,0
30,7.6,92.0,9.4,5.7,17.0,2
33,6.6,85.0,9.1,4.7,20.0,2
26,9.0,87.0,8.5,6.0,21.0,2
29,6.1,97.0,8.9,4.4,32.0,2
55,8.5,86.0,13.7,6.9,23.0,2
36,6.8,100.0,10.4,1.5,32.0,2
24,5.0,93.0,11.3,8.2,18.0,2
52,9.3,76.0,9.1,2.9,51.0,0
35,8.0,98.0,3.7,3.4,16.0,2
33,6.3,85.0,3.1,6.3,15.0,2
56,7.6,77.0,14.7,6.6,45.0,1
21,5.9,85.0,6.9,9.7,49.0,0
